"Madison Police Department","469","68","","","","1","2","","","2","","","1","4","55","5","","","254","","","1","23","14","15","1","28","31","8","","7","16","","","","","65","","","4","","37","","4","147","67","68","","","","","","","","","12","","","6","","4","","2"
"Not Reporting - Canton Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Flora Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Gluckstadt Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recert - Holmes Community College - Ridgeland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recert - Ridgeland Police Department","106","15","","","","","","","","","1","","","2","11","1","","","46","","","4","4","","1","","1","3","2","","","","1","1","","","6","","","7","1","6","5","4","45","29","14","","","","","","","","","1","1","","4","","2","1","1"
"Marion County","657","118","2","","","1","3","","1","2","3","","","20","55","34","","","172","4","","37","3","","5","","","6","6","","1","9","","","","","35","3","1","10","","41","9","2","367","305","37","","","","","2","","","","23","","","28","2","20","","6"
"Columbia Police Department","191","48","","","","","1","","","1","","","","2","28","17","","","79","","","10","","","4","","","3","2","","1","1","","","","","32","2","1","4","","17","2","","64","42","20","","","","","","","","","2","","","3","","2","","1"
"Marion County Sheriff's Office","466","70","2","","","1","2","","1","1","3","","","18","27","17","","","93","4","","27","3","","1","","","3","4","","","8","","","","","3","1","","6","","24","7","2","303","263","17","","","","","2","","","","21","","","25","2","18","","5"
"Marshall County","135","61","1","","","","","","","","","","","12","45","3","","","55","","","1","3","14","2","","1","","","","","","","1","","","6","3","","2","","12","9","1","19","11","5","","","","","1","","","","2","","","14","1","12","1",""
"Byhalia Police Department","57","20","","","","","","","","","","","","1","16","3","","","25","","","1","2","5","","","","","","","","","","","","","4","3","","2","","6","1","1","12","9","1","","","","","1","","","","1","","","1","","1","",""
"Byhalia Police Department - ORI Inactive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Holly Springs Police Department","78","41","1","","","","","","","","","","","11","29","","","","30","","","","1","9","2","","1","","","","","","","1","","","2","","","","","6","8","","7","2","4","","","","","","","","","1","","","13","1","11","1",""
"Not Reporting - Marshall County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Potts Camp Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Monroe County","1,085","350","3","","","3","16","13","3","","8","","1","43","230","45","1","","496","","","66","11","62","5","2","50","1","13","","2","13","2","","","1","58","13","","5","2","156","31","3","239","150","59","","","","","2","","1","","19","8","","70","3","43","","24"
"Amory Police Department","492","157","2","","","1","8","6","2","","2","","1","27","98","17","1","","238","","","25","11","52","4","","17","","6","","2","12","","","","1","58","12","","5","2","30","1","","97","58","22","","","","","1","","","","13","3","","39","2","27","","10"
"Monroe County Sheriff's Office","593","193","1","","","2","8","7","1","","6","","","16","132","28","","","258","","","41","","10","1","2","33","1","7","","","1","2","","","","","1","","","","126","30","3","142","92","37","","","","","1","","1","","6","5","","31","1","16","","14"
"Nettleton Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Aberdeen Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Hatley Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Smithville Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Smithville Police Department - DO NOT USE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Montgomery County","196","33","","","","","1","","1","","","","","8","21","3","","","72","","","13","2","21","","","1","","1","","4","","","1","","","1","4","","5","","14","5","","91","62","25","","","","","","","","","4","","","10","","8","1","1"
"Montgomery County Sheriff's Office","196","33","","","","","1","","1","","","","","8","21","3","","","72","","","13","2","21","","","1","","1","","4","","","1","","","1","4","","5","","14","5","","91","62","25","","","","","","","","","4","","","10","","8","1","1"
"Not Reporting - Duck Hill Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Winona Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Neshoba County","1,220","349","","","","1","10","6","4","","12","","","64","207","55","","","513","","1","60","9","88","7","2","23","27","2","","8","","","6","1","1","109","11","1","15","2","71","65","4","358","244","89","","","","","1","","","","22","2","","92","","64","6","22"
"Choctaw Police Department","311","148","","","","","4","","4","","6","","","30","92","16","","","121","","","10","5","26","1","","","","","","","","","","","1","","5","","5","","15","52","1","42","25","11","","","","","","","","","5","1","","40","","30","","10"
"Neshoba County Sheriff's Office","274","33","","","","","4","4","","","5","","","7","17","","","","66","","","17","","9","","","5","","","","","","","4","","","","","","2","","22","5","2","175","114","48","","","","","","","","","13","","","20","","7","4","9"
"Philadelphia Police Department","635","168","","","","1","2","2","","","1","","","27","98","39","","","326","","1","33","4","53","6","2","18","27","2","","8","","","2","1","","109","6","1","8","2","34","8","1","141","105","30","","","","","1","","","","4","1","","32","","27","2","3"
"Newton County","244","47","","","","","","","","","4","","1","13","26","3","","","45","","","12","3","7","6","","","1","","","","1","","","","","","","","1","","9","4","1","152","113","25","","","","","1","","","","10","3","","17","","13","","4"
"*Not Reporting* Mississippi Bureau of Narcotics -Meridian District","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Decatur Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Newton Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Newton County Sheriff's Office","222","37","","","","","","","","","2","","1","11","20","3","","","37","","","11","2","6","5","","","1","","","","1","","","","","","","","1","","6","3","1","148","110","24","","","","","1","","","","10","3","","13","","11","","2"
"Not Reporting Certified - Union Police Department","22","10","","","","","","","","","2","","","2","6","","","","8","","","1","1","1","1","","","","","","","","","","","","","","","","","3","1","","4","3","1","","","","","","","","","","","","4","","2","","2"
"Noxubee County","125","61","1","","","","1","1","","","","","","23","33","3","","","62","","","8","2","25","","","","","","","","","","3","","","3","2","","2","1","3","13","","2","1","","","","","","","","","","1","","","28","1","23","3","1"
"Not Reporting - Brooksville Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Macon Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Shuqualak Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Noxubee County Sheriff's Office","125","61","1","","","","1","1","","","","","","23","33","3","","","62","","","8","2","25","","","","","","","","","","3","","","3","2","","2","1","3","13","","2","1","","","","","","","","","","1","","","28","1","23","3","1"
"Oktibbeha County","2,322","460","4","","","1","13","9","","4","4","1","","22","337","78","","","1,088","4","","157","7","178","17","18","104","42","8","","5","6","1","6","","","199","62","","15","2","165","86","6","774","554","149","","","4","","8","","","","55","4","","49","4","22","6","17"
"CTED - District 5 - Starkville","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","5","","","","","","","","","","1","","","","","","",""
"MBI Troop G District 5","6","4","","","","1","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","2","","","","","","","1","","1","",""
"MHP Troop G Starkville","376","1","","","","","","","","","","","","","1","","","","5","","","","","2","","","","","","","","","","","","","","","","","","","","3","370","234","125","","","","","","","","","11","","","","","","",""
"Mississippi State University Police Department","215","37","","","","","4","","","4","","","","1","13","19","","","141","","","2","","9","1","7","7","4","","","1","4","","","","","1","54","","3","","","48","","37","29","3","","","","","","","","","5","","","5","","1","","4"
"Not Reporting - Sturgis Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recert - Oktibbeha County Sheriff's Department","416","130","2","","","","8","8","","","2","1","","11","93","13","","","183","3","","26","1","35","","4","16","12","5","","1","2","1","3","","","","8","","12","2","36","15","1","103","86","3","","","","","4","","","","6","4","","26","2","11","3","10"
"Starkville Police Department","1,303","288","2","","","","1","1","","","2","","","9","229","45","","","759","1","","129","6","132","16","7","81","26","3","","3","","","3","","","198","","","","","129","23","2","256","200","18","","","4","","2","","","","32","","","17","2","9","3","3"
"Panola County","1,406","388","4","","","1","9","7","2","","7","1","2","52","212","100","","","739","9","","65","5","153","12","","34","11","1","","3","8","","2","1","","96","5","1","53","6","185","84","5","279","150","97","","","","","5","","2","","21","4","","74","4","52","2","16"
"Batesville Police Department","575","82","2","","","1","2","2","","","3","","","17","57","","","","385","1","","27","3","55","7","","20","4","","","1","","","1","","","93","","1","41","3","107","18","3","108","73","28","","","","","1","","","","6","","","25","2","17","1","5"
"CTED - District 3 - Batesville","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MBI Troop E District 3","5","2","1","","","","","","","","","","","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","2","","","","","1","1","","",""
"MHP Troop E Batesville","87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","32","52","","","","","","","","","3","","","","","","",""
"Not Reporting - Como Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Crenshaw Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Panola County Sheriff's Office","739","304","1","","","","7","5","2","","4","1","2","35","154","100","","","353","8","","38","2","98","4","","14","7","1","","2","8","","1","1","","3","5","","12","3","78","66","2","82","45","17","","","","","4","","","","12","4","","48","1","35","1","11"
"Sardis Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sardis Police Department - Do Not Use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pearl River County","2,068","463","3","","","","12","9","3","","4","1","2","55","293","93","","","637","4","","73","9","130","5","1","34","16","7","","12","14","2","4","","","128","37","","25","5","94","32","5","968","606","316","","","","","6","","","","32","8","","78","3","55","4","16"
"Pearl River CC Campus Police Department - Poplarville","54","23","","","","","1","","1","","2","","","","7","13","","","8","","","2","","1","","","","","","","","","","","","","","3","","","1","1","","","23","22","1","","","","","","","","","","","","3","","","","3"
"Pearl River County Sheriff's Office","987","199","","","","","3","3","","","1","","1","29","136","29","","","184","3","","34","1","39","","1","5","4","3","","2","7","1","1","","","9","14","","11","2","29","17","1","604","350","230","","","","","","","","","21","3","","34","","29","1","4"
"Picayune Police Department","876","220","2","","","","8","6","2","","1","1","1","25","134","48","","","353","","","23","7","73","3","","26","9","2","","9","5","1","3","","","103","18","","14","2","40","12","3","303","206","80","","","","","4","","","","11","2","","39","2","25","3","9"
"Poplarville Police Department","151","21","1","","","","","","","","","","","1","16","3","","","92","1","","14","1","17","2","","3","3","2","","1","2","","","","","16","2","","","","24","3","1","38","28","5","","","","","2","","","","","3","","2","1","1","",""
"Perry County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Beaumont Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - New Augusta Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Perry County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Richton Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pike County","1,012","371","2","","","","7","7","","","4","","1","37","291","29","","","399","8","1","70","1","101","2","","14","7","1","","12","","","5","","","17","","","20","","111","23","6","242","140","72","","","","","3","","","","27","","","55","2","37","5","11"
"*Not Reporting* Mississippi Bureau of Narcotics - McComb District","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Magnolia Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - McComb Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Summit Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pike County Sheriff's Office","1,012","371","2","","","","7","7","","","4","","1","37","291","29","","","399","8","1","70","1","101","2","","14","7","1","","12","","","5","","","17","","","20","","111","23","6","242","140","72","","","","","3","","","","27","","","55","2","37","5","11"
"Pontotoc County","693","250","1","","","","24","21","","3","1","","","31","151","42","","","270","3","","34","5","35","3","2","7","6","","","5","6","","3","","","49","7","1","29","1","54","19","1","173","118","48","","","","","1","","","","5","1","","60","1","31","3","25"
"Not Reporting - Algoma Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Ecru Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pontotoc County Sheriff's Office","291","141","1","","","","24","21","","3","1","","","18","85","12","","","128","3","","27","","19","1","2","","4","","","","","","2","","","1","","","14","","40","14","1","22","20","","","","","","","","","","1","1","","46","1","18","2","25"
"Pontotoc Police Department","402","109","","","","","","","","","","","","13","66","30","","","142","","","7","5","16","2","","7","2","","","5","6","","1","","","48","7","1","15","1","14","5","","151","98","48","","","","","1","","","","4","","","14","","13","1",""
"Sherman Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prentiss County","1,091","417","","1","","","16","16","","","6","","","28","212","154","","","502","1","","33","10","104","4","2","20","5","14","","5","6","1","2","","1","89","8","","18","8","154","14","3","172","77","76","","","","","4","","","","13","2","","52","","28","2","22"
"Booneville Police Department","585","192","","","","","9","9","","","1","","","23","135","24","","","357","","","22","7","61","3","1","12","2","13","","5","5","","2","","1","87","6","","13","8","98","10","1","36","12","17","","","","","2","","","","5","","","35","","23","2","10"
"Northeast MS Community College","7","1","","","","","","","","","","","","","1","","","","6","","","1","","","","","","","","","","","","","","","","2","","2","","","1","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Baldwyn Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prentiss County Sheriff's Office","499","224","","1","","","7","7","","","5","","","5","76","130","","","139","1","","10","3","43","1","1","8","3","1","","","1","1","","","","2","","","3","","56","3","2","136","65","59","","","","","2","","","","8","2","","17","","5","","12"
"Quitman County","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Marks Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Quitman County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rankin County","5,607","927","8","","","5","15","15","","","12","","6","79","692","110","","","1,423","9","1","73","49","231","66","7","111","76","15","","55","36","","7","3","","225","38","1","118","8","200","65","29","3,257","1,840","1,286","1","","","","15","4","1","","110","","","121","8","79","7","27"
"*Not Reporting* Mississippi Bureau of Narcotics - Jackson/HIDTA District","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brandon Police Department","433","114","3","","","","1","1","","","","","1","9","94","6","","","182","1","","8","6","40","3","3","26","14","1","","8","","","","","","8","","","22","","34","8","","137","59","57","1","","","","5","","","","15","","","13","3","9","","1"
"CTED - District 1 - Pearl","4","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","3","1","1","","","","","","","","","1","","","","","","",""
"Florence Police Department","195","15","","","","","1","1","","","","","","","14","","","","4","","","","","1","","","","","","","","","","","","","3","","","","","","","","176","24","152","","","","","","","","","","","","1","","","","1"
"Flowood Police Department","970","161","","","","","","","","","2","","","16","94","49","","","411","1","","6","12","51","26","1","43","24","2","","8","20","","","","","143","17","","13","3","21","11","9","398","277","116","","","","","1","","","","4","","","18","","16","","2"
"MBI Troop C District 1","10","7","3","","","","","","","","","","1","2","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","2","","","","","","","","","1","","1","","","5","3","2","",""
"MHP Troop C  Jackson/Pearl","305","7","","","","","","","","","","","","1","5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","298","168","114","","","","","","","","","16","","","1","","1","",""
"Not Reporting - Hinds CC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Jackson Municipal Airport Authority Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Mississippi State Hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Pelahatchie Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Puckett Police Department","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","8","10","","","","","","","","","","","","","","","",""
"Pearl Police Department","1,913","259","","","","1","8","8","","","2","","3","14","179","52","","","341","","","19","5","42","22","1","28","24","12","","3","13","","2","2","","40","10","","40","5","57","13","3","1,313","980","280","","","","","2","","","","51","","","26","","14","2","10"
"Rankin County Sheriff's Office","734","269","2","","","4","4","4","","","8","","1","25","225","","","","305","6","1","14","6","83","4","2","4","6","","","34","","","1","1","","5","11","","42","","58","24","3","160","87","54","","","","","7","","","","12","","","40","2","25","1","12"
"Reservoir Police Department","54","4","","","","","","","","","","","","1","2","1","","","14","","","","2","3","3","","","1","","","","","","1","","","2","","","1","","1","","","36","25","10","","","","","","","","","1","","","2","","1","1",""
"Reservoir Police Department - DO NOT USE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Richland Police Department","971","91","","","","","1","1","","","","","","11","79","","","","164","1","","26","18","11","8","","10","7","","","2","3","","3","","","24","","1","","","28","9","13","716","211","492","","","","","","4","","","9","","","15","","11","3","1"
"Scott County","196","39","","","","1","2","2","","","","","4","14","18","","","","77","3","1","13","1","1","1","1","3","1","1","","","3","","4","","","19","1","","3","","8","13","","80","55","19","","","","","","","","","6","","","20","","14","4","2"
"Forest Police Department","192","39","","","","1","2","2","","","","","4","14","18","","","","74","3","1","13","1","1","1","1","3","1","1","","","2","","4","","","19","1","","2","","7","13","","79","54","19","","","","","","","","","6","","","20","","14","4","2"
"Not Reporting - Scott County Sheriff's Office","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Sebastopol Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Morton Police Department","4","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","1","","","","","","","","1","","1","","","1","1","","","","","","","","","","","","","","","","",""
"Sharkey County","9","5","","","","","","","","","","","","1","4","","","","4","","","1","","","","","","","","","","","","1","","","","","","","","2","","","","","","","","","","","","","","","","","2","","1","1",""
"Not Reporting - Anguilla Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Rolling Fork Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified -Sharkey County Sheriff's Office","9","5","","","","","","","","","","","","1","4","","","","4","","","1","","","","","","","","","","","","1","","","","","","","","2","","","","","","","","","","","","","","","","","2","","1","1",""
"Simpson County","719","238","1","","","1","3","3","","","7","","","38","139","49","","","284","3","","57","2","60","3","","16","3","","","2","14","","5","","","11","12","","13","","60","19","4","197","108","58","1","","","","4","","","","23","3","","54","1","38","5","10"
"Magee Police Department","306","109","1","","","1","","","","","4","","","15","74","14","","","112","","","12","1","18","3","","14","1","","","","5","","4","","","7","5","","4","","32","3","3","85","49","31","","","","","","","","","5","","","24","1","15","4","4"
"Not Reporting Certified - Mendenhall Police Department","29","4","","","","","","","","","","","","2","2","","","","17","","","12","","2","","","","","","","","","","","","","1","","","","","2","","","8","5","2","","","","","","","","","1","","","2","","2","",""
"Simpson County Sheriff's Office","384","125","","","","","3","3","","","3","","","21","63","35","","","155","3","","33","1","40","","","2","2","","","2","9","","1","","","3","7","","9","","26","16","1","104","54","25","1","","","","4","","","","17","3","","28","","21","1","6"
"Smith County","80","9","","","","","","","","","","","","2","6","1","","","27","1","","5","","6","","","","","","","","","","","","","","1","","1","","3","10","","44","35","6","","","","","","","","","3","","","2","","2","",""
"Not Reporting - Mize Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Polkville Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Taylorsville Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Raleigh Police Department","22","2","","","","","","","","","","","","","2","","","","2","","","","","1","","","","","","","","","","","","","","1","","","","","","","18","16","2","","","","","","","","","","","","","","","",""
"Smith County Sheriff's Office","58","7","","","","","","","","","","","","2","4","1","","","25","1","","5","","5","","","","","","","","","","","","","","","","1","","3","10","","26","19","4","","","","","","","","","3","","","2","","2","",""
"Stone County","805","309","1","1","","3","12","11","1","","12","","","23","177","79","1","","329","5","","47","2","50","5","","23","6","6","2","","2","2","1","","","43","34","1","2","8","67","16","7","167","98","29","","","","","8","","","","17","15","","49","1","23","1","24"
"Not Reporting - Mississippi Gulf Coast CC - Perkinston","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stone County Sheriff's Office","584","267","1","1","","2","9","8","1","","12","","","15","153","73","1","","217","4","","40","2","38","5","","15","2","6","2","","1","2","","","","8","","","","8","64","13","7","100","51","15","","","","","8","","","","13","13","","37","1","15","","21"
"Wiggins Police Department","221","42","","","","1","3","3","","","","","","8","24","6","","","112","1","","7","","12","","","8","4","","","","1","","1","","","35","34","1","2","","3","3","","67","47","14","","","","","","","","","4","2","","12","","8","1","3"
"Sunflower County","96","20","","","","1","","","","","2","","","10","6","1","","","73","1","","13","","15","","","1","","","","1","","","1","","","","3","","4","","17","17","","3","1","","","","","","","","","","2","","","13","","10","1","2"
"Not Reporting - Drew Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Indianola Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Inverness Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Moorhead Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Ruleville Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting - Sunflower Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - MS Delta CC","5","2","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","","","","","","","","","","2","","","","","","",""
"Sunflower County Sheriff's Office","91","18","","","","1","","","","","2","","","10","4","1","","","73","1","","13","","15","","","1","","","","1","","","1","","","","3","","4","","17","17","","","","","","","","","","","","","","","","13","","10","1","2"
"Tallahatchie County","233","84","2","","","","","","","","","","1","24","52","5","","","141","3","","23","2","41","","","2","","","","3","","","1","","","","1","","8","","30","27","","8","3","","","","","","","","","","5","","","27","2","24","1",""
"Not Reporting - Tutwiler Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Charleston Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Sumner Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Not Reporting Certified - Webb Police Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tallahatchie County Sheriff's Office","233","84","2","","","","","","","","","","1","24","52","5","","","141","3","","23","2","41","","","2","","","","3","","","1","","","","1","","8","","30","27","","8","3","","","","","","","","","","5","","","27","2","24","1",""
"Tate County","1,023","344","","","","2","12","9","","3","5","","","46","271","8","","","426","","","37","8","97","7","2","26","14","","","3","","","3","","","41","3","","32","6","92","46","9","253","171","51","","","","","5","","","","26","","","66","","46","3","17"
"Northwest MS Community College Police-Senatobia","23","1","","","","","","","","","","","","","1","","","","2","","","1","","1","","","","","","","","","","","","","","","","","","","","","20","20","","","","","","","","","","","","","","","","",""
